primary_title,production_budget,domestic_gross,worldwide_gross,net_revenue
Across the Universe,45000000.0,24343673.0,29367143.0,-15632857.0
Revolutionary Road,45000000.0,22951340.0,79604820.0,34604820.0
Babylon A.D.,45000000.0,22532572.0,70216497.0,25216497.0
Frankenstein,45000000.0,22006296.0,112006296.0,67006296.0
The Glimmer Man,45000000.0,20404841.0,36404841.0,-8595159.0
Multiplicity,45000000.0,20133326.0,20133326.0,-24866674.0
UglyDolls,45000000.0,19894664.0,24644664.0,-20355336.0
The Pledge,45000000.0,19719930.0,29406132.0,-15593868.0
The Producers: The Movie Musical,45000000.0,19398532.0,32952995.0,-12047005.0
The Phantom,45000000.0,17220599.0,17220599.0,-27779401.0
Rebound,45000000.0,16809014.0,17492014.0,-27507986.0
The Ghost Writer,45000000.0,15541549.0,65532491.0,20532491.0
All the Pretty Horses,45000000.0,15527125.0,18120267.0,-26879733.0
Bangkok Dangerous,45000000.0,15298133.0,46598133.0,1598133.0
Nixon,45000000.0,13668249.0,34668249.0,-10331751.0
Dredd,45000000.0,13414714.0,41467606.0,-3532394.0
The Rum Diary,45000000.0,13109815.0,21544732.0,-23455268.0
Deep Rising,45000000.0,11203026.0,11203026.0,-33796974.0
Welcome to Marwen,45000000.0,10763520.0,12874922.0,-32125078.0
Johnny English Reborn,45000000.0,8406711.0,164640401.0,119640401.0
Miracle at St. Anna,45000000.0,7916887.0,9676497.0,-35323503.0
Big Trouble,45000000.0,7262288.0,8488871.0,-36511129.0
Man cheng jin dai huang jin jia,45000000.0,6566773.0,76904429.0,31904429.0
Love in the Time of Cholera,45000000.0,4617608.0,31077418.0,-13922582.0
Pinocchio,45000000.0,3681811.0,31681811.0,-13318189.0
Shadow Conspiracy,45000000.0,2154540.0,2154540.0,-42845460.0
Foodfight!,45000000.0,0.0,73706.0,-44926294.0
Argo,44500000.0,136025503.0,227140757.0,182640757.0
The Fugitive,44000000.0,183875760.0,353715317.0,309715317.0
Rambo: First Blood Part II,44000000.0,150415432.0,300400000.0,256400000.0
Sleepers,44000000.0,53300852.0,165600852.0,121600852.0
Charlie St. Cloud,44000000.0,31206263.0,48478084.0,4478084.0
The Juror,44000000.0,22730924.0,22730924.0,-21269076.0
The Interview,44000000.0,6105175.0,12342632.0,-31657368.0
Heaven's Gate,44000000.0,3484331.0,3484523.0,-40515477.0
The Heat,43000000.0,159581587.0,229727774.0,186727774.0
Finding Forrester,43000000.0,51768623.0,80013623.0,37013623.0
28 Days,43000000.0,37035515.0,62063972.0,19063972.0
Danny the Dog,43000000.0,24537621.0,49037621.0,6037621.0
The Sweetest Thing,43000000.0,24430272.0,63078756.0,20078756.0
The Girl in the Spiderâs Web,43000000.0,14828555.0,34983342.0,-8016658.0
A Monster Calls,43000000.0,3740823.0,46414530.0,3414530.0
The Mechanic,42500000.0,29121498.0,76347393.0,33847393.0
The Firm,42000000.0,158340892.0,270340892.0,228340892.0
21 Jump Street,42000000.0,138447667.0,202812429.0,160812429.0
Notting Hill,42000000.0,116089678.0,363728085.0,321728085.0
Chicken Run,42000000.0,106793915.0,227793915.0,185793915.0
Along Came Polly,42000000.0,88073507.0,173044410.0,131044410.0
Boomerang,42000000.0,70052444.0,131052444.0,89052444.0
BrÃ¼no,42000000.0,60054530.0,138708527.0,96708527.0
Cleopatra,42000000.0,57000000.0,71000000.0,29000000.0
Snatched,42000000.0,45852178.0,57852177.0,15852177.0
Here Comes the Boom,42000000.0,45290318.0,73239258.0,31239258.0
High Crimes,42000000.0,41543207.0,63781100.0,21781100.0
The Mirror Has Two Faces,42000000.0,41267469.0,41267469.0,-732531.0
Red Riding Hood,42000000.0,37662162.0,91678442.0,49678442.0
The Mothman Prophecies,42000000.0,35228696.0,56438555.0,14438555.0
Licence to Kill,42000000.0,34667015.0,156167015.0,114167015.0
Holmes & Watson,42000000.0,30568743.0,41926605.0,-73395.0
One for the Money,42000000.0,26414527.0,36197221.0,-5802779.0
15 Minutes,42000000.0,24375436.0,56331864.0,14331864.0
Lord of War,42000000.0,24149632.0,60437727.0,18437727.0
Super Mario Bros.,42000000.0,20844907.0,20844907.0,-21155093.0
Hero,42000000.0,19487173.0,66787173.0,24787173.0
Man on a Ledge,42000000.0,18620000.0,49621440.0,7621440.0
The Warrior's Way,42000000.0,5666340.0,8514325.0,-33485675.0
McHale's Navy,42000000.0,4408420.0,4408420.0,-37591580.0
Micmacs,42000000.0,1259693.0,11756922.0,-30243078.0
Les BronzÃ©s 3: amis pour la vie,42000000.0,0.0,83833602.0,41833602.0
Pourquoi j'ai pas mangÃ© mon pÃ¨re,42000000.0,0.0,15451663.0,-26548337.0
8 Mile,41000000.0,116724075.0,245768384.0,204768384.0
Rocketman,41000000.0,57342725.0,108642725.0,67642725.0
A Knightâs Tale,41000000.0,56083966.0,100622586.0,59622586.0
The Medallion,41000000.0,22108977.0,22108977.0,-18891023.0
The Big Year,41000000.0,7204138.0,7684524.0,-33315476.0
The Sixth Sense,40000000.0,293506292.0,672806292.0,632806292.0
Wedding Crashers,40000000.0,209218368.0,283218368.0,243218368.0
The Karate Kid,40000000.0,176591618.0,351774938.0,311774938.0
Fifty Shades of Grey,40000000.0,166167230.0,570998101.0,530998101.0
The Proposal,40000000.0,163958031.0,314709717.0,274709717.0
American Hustle,40000000.0,150117807.0,257878294.0,217878294.0
John Wick: Chapter 3 â Parabellum,40000000.0,141744320.0,256498033.0,216498033.0
Cheaper by the Dozen,40000000.0,138614544.0,190212113.0,150212113.0
Lucy,40000000.0,126573960.0,457507776.0,417507776.0
Lone Survivor,40000000.0,125095601.0,149804632.0,109804632.0
Back to the Future Part II,40000000.0,118450002.0,332000000.0,292000000.0
Double Jeopardy,40000000.0,116735231.0,177835231.0,137835231.0
Spy Kids 3-D: Game Over,40000000.0,111760631.0,167851995.0,127851995.0
A Time to Kill,40000000.0,108766007.0,152266007.0,112266007.0
A League of Their Own,40000000.0,107533925.0,132440066.0,92440066.0
The Conjuring 2: The Enfield Poltergeist,40000000.0,102470008.0,311262102.0,271262102.0
The Social Network,40000000.0,96962694.0,224922135.0,184922135.0
Julie & Julia,40000000.0,94125426.0,126646119.0,86646119.0
He's Just Not That Into You,40000000.0,93953653.0,181053657.0,141053657.0
John Wick: Chapter Two,40000000.0,92029184.0,171350009.0,131350009.0
Ride Along 2,40000000.0,90862685.0,124827316.0,84827316.0
Scary Movie 4,40000000.0,90710620.0,178710620.0,138710620.0
Get Hard,40000000.0,90411453.0,106511453.0,66511453.0
Scream 3,40000000.0,89138076.0,161838076.0,121838076.0
Back to the Future Part III,40000000.0,88055283.0,244088654.0,204088654.0
The Accountant,40000000.0,86260045.0,152962083.0,112962083.0
Dumb and Dumber To,40000000.0,86208010.0,156553592.0,116553592.0
The Other Woman,40000000.0,83911193.0,195111193.0,155111193.0
Bram Stoker's Dracula,40000000.0,82522790.0,215862692.0,175862692.0
Eight Below,40000000.0,81612565.0,120455994.0,80455994.0
The Talented Mr. Ripley,40000000.0,81292135.0,128792135.0,88792135.0
The Intern,40000000.0,75764672.0,197115710.0,157115710.0
The Last of the Mohicans,40000000.0,75505856.0,75505856.0,35505856.0
Ray,40000000.0,75305995.0,124823094.0,84823094.0
Sin City,40000000.0,74103820.0,158527918.0,118527918.0
Bridge of Spies,40000000.0,72313754.0,162498338.0,122498338.0
Vantage Point,40000000.0,72266306.0,150886329.0,110886329.0
"I Love You, Man",40000000.0,72013010.0,92302502.0,52302502.0
Shallow Hal,40000000.0,70836296.0,70836296.0,30836296.0
JFK,40000000.0,70405498.0,205400000.0,165400000.0
Big Momma's House 2,40000000.0,70165972.0,137047376.0,97047376.0
The House with a Clock in its Walls,40000000.0,68549695.0,126331750.0,86331750.0
Hacksaw Ridge,40000000.0,67209615.0,168904682.0,128904682.0
The Mexican,40000000.0,66808615.0,145238250.0,105238250.0
The Final Destination,40000000.0,66477700.0,187384627.0,147384627.0
17 Again,40000000.0,64167069.0,139474906.0,99474906.0
Unknown,40000000.0,63686397.0,136123083.0,96123083.0
Get Him to the Greek,40000000.0,61153526.0,91455875.0,51455875.0
Gothika,40000000.0,59588068.0,141484812.0,101484812.0
Behind Enemy Lines,40000000.0,58855732.0,58855732.0,18855732.0
The Lincoln Lawyer,40000000.0,58009200.0,87145086.0,47145086.0
Shall We Dance?,40000000.0,57887882.0,118097882.0,78097882.0
Invincible,40000000.0,57806952.0,58501127.0,18501127.0
Escape From Planet Earth,40000000.0,57012977.0,74156610.0,34156610.0
Small Soldiers,40000000.0,55143823.0,71743823.0,31743823.0
Spawn,40000000.0,54979992.0,87949859.0,47949859.0
Horrible Bosses 2,40000000.0,54445357.0,105945357.0,65945357.0
The Count of Monte Cristo,40000000.0,54228104.0,75389090.0,35389090.0
The Prestige,40000000.0,53089891.0,104407366.0,64407366.0
The Lake House,40000000.0,52330111.0,114830111.0,74830111.0
Predators,40000000.0,52000688.0,127234389.0,87234389.0
The Odd Life of Timothy Green,40000000.0,51853450.0,55249159.0,15249159.0
The Living Daylights,40000000.0,51185000.0,191200000.0,151200000.0
Apocalypto,40000000.0,50866635.0,121032272.0,81032272.0
Music and Lyrics,40000000.0,50572589.0,146196885.0,106196885.0
Legal Eagles,40000000.0,49851591.0,49851591.0,9851591.0
Secret Window,40000000.0,47958031.0,92111551.0,52111551.0
The Skeleton Key,40000000.0,47907715.0,92256918.0,52256918.0
Jersey Boys,40000000.0,47047013.0,65282732.0,25282732.0
Made of Honor,40000000.0,46012734.0,106548738.0,66548738.0
The Rainmaker,40000000.0,45916769.0,45916769.0,5916769.0
Medicine Man,40000000.0,44948240.0,44948240.0,4948240.0
Amistad,40000000.0,44212592.0,58250151.0,18250151.0
A Million Ways to Die in The West,40000000.0,42720965.0,86778557.0,46778557.0
Final Destination 5,40000000.0,42587643.0,155011165.0,115011165.0
Widows,40000000.0,42402632.0,73866088.0,33866088.0
Fever Pitch,40000000.0,42071069.0,50071069.0,10071069.0
Aliens vs. Predator - Requiem,40000000.0,41797066.0,128884494.0,88884494.0
The Water Horse: Legend of the Deep,40000000.0,40412817.0,103429755.0,63429755.0
Sex Tape,40000000.0,38543473.0,126069509.0,86069509.0
Scream 4,40000000.0,38180928.0,95989590.0,55989590.0
Ri¢hie Ri¢h,40000000.0,38087756.0,38087756.0,-1912244.0
Autumn in New York,40000000.0,37752931.0,90717684.0,50717684.0
Paul,40000000.0,37412945.0,101162106.0,61162106.0
The Guilt Trip,40000000.0,37134215.0,41294674.0,1294674.0
Colombiana,40000000.0,36665854.0,72295262.0,32295262.0
8MM,40000000.0,36443442.0,96398826.0,56398826.0
The Commuter,40000000.0,36343858.0,101985431.0,61985431.0
Hanging Up,40000000.0,36037909.0,51867723.0,11867723.0
The Doors,40000000.0,34416893.0,34416893.0,-5583107.0
Mickey Blue Eyes,40000000.0,33864342.0,53864342.0,13864342.0
Pay it Forward,40000000.0,33508922.0,55696705.0,15696705.0
Arthur,40000000.0,33035397.0,47787943.0,7787943.0
Drillbit Taylor,40000000.0,32862104.0,49686263.0,9686263.0
Patriots Day,40000000.0,31886361.0,52837989.0,12837989.0
Extremely Loud and Incredibly Close,40000000.0,31847881.0,55247881.0,15247881.0
The Shadow,40000000.0,31835600.0,31835600.0,-8164400.0
Transporter 3,40000000.0,31715062.0,107235592.0,67235592.0
Morning Glory,40000000.0,31011732.0,59795070.0,19795070.0
Get Rich or Die Tryin',40000000.0,30981850.0,46666955.0,6666955.0
Long Shot,40000000.0,30202860.0,43711031.0,3711031.0
The Art of War,40000000.0,30199105.0,30199105.0,-9800895.0
Grudge Match,40000000.0,29807260.0,69807260.0,29807260.0
Bless the Child,40000000.0,29374178.0,40435694.0,435694.0
Rent,40000000.0,29077547.0,31670620.0,-8329380.0
The Out-of-Towners,40000000.0,28544120.0,28544120.0,-11455880.0
The Nut Job 2: Nutty by Nature,40000000.0,28370522.0,57438389.0,17438389.0
The Island of Dr. Moreau,40000000.0,27682712.0,27682712.0,-12317288.0
The Musketeer,40000000.0,27053815.0,27053815.0,-12946185.0
Resident Evil: The Final Chapter,40000000.0,26844692.0,314101190.0,274101190.0
The Other Boleyn Girl,40000000.0,26814957.0,78269970.0,38269970.0
The House,40000000.0,25584504.0,31192425.0,-8807575.0
Sweet November,40000000.0,25288103.0,65754228.0,25754228.0
The Reaping,40000000.0,25126214.0,62226214.0,22226214.0
Season of the Witch,40000000.0,24827228.0,91126600.0,51126600.0
Renaissance Man,40000000.0,24172899.0,24172899.0,-15827101.0
Quest for Camelot,40000000.0,22772500.0,38172500.0,-1827500.0
City by the Sea,40000000.0,22433915.0,22433915.0,-17566085.0
At First Sight,40000000.0,22365133.0,22365133.0,-17634867.0
Mechanic: Resurrection,40000000.0,21218403.0,109738840.0,69738840.0
Torque,40000000.0,21176322.0,46176322.0,6176322.0
Fantastic Mr. Fox,40000000.0,21002919.0,47083412.0,7083412.0
Showgirls,40000000.0,20350754.0,37750754.0,-2249246.0
City Hall,40000000.0,20278055.0,20278055.0,-19721945.0
Big Miracle,40000000.0,20157300.0,25268680.0,-14731320.0
The Impossible,40000000.0,19019882.0,169590606.0,129590606.0
A Thousand Words,40000000.0,18450127.0,20790486.0,-19209514.0
Marie Antoinette,40000000.0,15962471.0,60862471.0,20862471.0
Get Carter,40000000.0,14967182.0,19417182.0,-20582818.0
Kiss of Death,40000000.0,14942422.0,14942422.0,-25057578.0
"Life, or Something Like It",40000000.0,14448589.0,14448589.0,-25551411.0
Ishtar,40000000.0,14375181.0,14375181.0,-25624819.0
Memoirs of an Invisible Man,40000000.0,14358033.0,14358033.0,-25641967.0
Amelia,40000000.0,14279575.0,19756077.0,-20243923.0
Cirque du Freak: The Vampire's Assistant,40000000.0,14046595.0,39753957.0,-246043.0
New York Minute,40000000.0,14018364.0,21215882.0,-18784118.0
The Deep End of the Ocean,40000000.0,13508635.0,13508635.0,-26491365.0
Alfie,40000000.0,13395939.0,35195939.0,-4804061.0
FearDotCom,40000000.0,13208023.0,13208023.0,-26791977.0
Soul Men,40000000.0,12082391.0,12345883.0,-27654117.0
The Gunman,40000000.0,10664749.0,18594227.0,-21405773.0
Universal Soldier II: The Return,40000000.0,10447421.0,10717421.0,-29282579.0
Pandorum,40000000.0,10330853.0,17033431.0,-22966569.0
Duplex,40000000.0,9652000.0,10070651.0,-29929349.0
Paranoia,40000000.0,7388654.0,16340767.0,-23659233.0
Raise the Titanic,40000000.0,7000000.0,7000000.0,-33000000.0
Baahubali: The Beginning,40000000.0,6738000.0,26736665.0,-13263335.0
The Hurricane Heist,40000000.0,6115824.0,30963684.0,-9036316.0
Impostor,40000000.0,6114237.0,7974607.0,-32025393.0
Victor Frankenstein,40000000.0,5775076.0,31124367.0,-8875633.0
Extreme Ops,40000000.0,4835968.0,12624471.0,-27375529.0
Just Visiting,40000000.0,4777007.0,16172200.0,-23827800.0
Snowpiercer,40000000.0,4563029.0,88069880.0,48069880.0
Sunshine,40000000.0,3688560.0,32030610.0,-7969390.0
The Hudsucker Proxy,40000000.0,2816518.0,14938149.0,-25061851.0
Billy Lynnâs Long Halftime Walk,40000000.0,1738477.0,30230402.0,-9769598.0
Pirates,40000000.0,1641825.0,6341825.0,-33658175.0
Delgo,40000000.0,915840.0,915840.0,-39084160.0
The Hunting Party,40000000.0,876671.0,7729552.0,-32270448.0
Alex Rider: Operation Stormbreaker,40000000.0,659210.0,20722450.0,-19277550.0
Red Cliff,40000000.0,627047.0,119627047.0,79627047.0
The Last Shot,40000000.0,463730.0,463730.0,-39536270.0
Nomad,40000000.0,79123.0,79123.0,-39920877.0
Un monstre Ã Paris,40000000.0,0.0,27000381.0,-12999619.0
Kursk,40000000.0,0.0,4212799.0,-35787201.0
USS Indianapolis: Men of Courage,40000000.0,0.0,1663785.0,-38336215.0
Dragon Nest Warriors' Dawn,40000000.0,0.0,734423.0,-39265577.0
The Crow,40000000.0,0.0,0.0,-40000000.0
The Goldfinch,40000000.0,0.0,0.0,-40000000.0
Down Under Cover,40000000.0,0.0,0.0,-40000000.0
The Time Traveler's Wife,39000000.0,63414846.0,102332135.0,63332135.0
Superman III,39000000.0,59950623.0,59950623.0,20950623.0
Because I Said So,39000000.0,42674040.0,69538833.0,30538833.0
Frankenweenie,39000000.0,35287788.0,81150788.0,42150788.0
Sgt. Bilko,39000000.0,30356589.0,37956589.0,-1043411.0
Serenity,39000000.0,25514517.0,40319440.0,1319440.0
Shoot 'Em Up,39000000.0,12796824.0,26796824.0,-12203176.0
Against the Ropes,39000000.0,5881504.0,6429865.0,-32570135.0
Yi dai zong shi,38600000.0,6594959.0,57987299.0,19387299.0
The Fast and the Furious,38000000.0,144512310.0,206512310.0,168512310.0
Sweet Home Alabama,38000000.0,127214072.0,182365114.0,144365114.0
The Ugly Truth,38000000.0,88915214.0,205298907.0,167298907.0
Spy Kids 2: The Island of Lost Dreams,38000000.0,85846296.0,119721296.0,81721296.0
Star Trek: Generations,38000000.0,75671262.0,120000000.0,82000000.0
Captain Underpants: The First Epic Movie,38000000.0,73921000.0,126577874.0,88577874.0
Paul Blart: Mall Cop 2,38000000.0,71091594.0,107650646.0,69650646.0
Mouse Hunt,38000000.0,61894591.0,61894591.0,23894591.0
Why Him?,38000000.0,60323786.0,117425156.0,79425156.0
Water for Elephants,38000000.0,58709717.0,116809717.0,78809717.0
Life as We Know It,38000000.0,53374681.0,105887837.0,67887837.0
The Hurricane,38000000.0,50699241.0,73956241.0,35956241.0
Riddick,38000000.0,42025135.0,94763758.0,56763758.0
Heartbreakers,38000000.0,40334024.0,57753825.0,19753825.0
Enough,38000000.0,39177215.0,50970660.0,12970660.0
The 5th Wave,38000000.0,34912982.0,111336398.0,73336398.0
Push,38000000.0,31811527.0,49678401.0,11678401.0
Rush,38000000.0,26947624.0,98230839.0,60230839.0
Angel Eyes,38000000.0,24044532.0,29544532.0,-8455468.0
Joe Somebody,38000000.0,22770864.0,24515990.0,-13484010.0
The Ninth Gate,38000000.0,18653746.0,58394308.0,20394308.0
Only the Brave,38000000.0,18340051.0,24555177.0,-13444823.0
Extreme Measures,38000000.0,17378193.0,17378193.0,-20621807.0
The Thing,38000000.0,16999934.0,27573078.0,-10426922.0
Rock Star,38000000.0,16991902.0,19317765.0,-18682235.0
White Squall,38000000.0,10229300.0,10229300.0,-27770700.0
City of Ember,38000000.0,7873007.0,17831558.0,-20168442.0
Switchback,38000000.0,6504442.0,6504442.0,-31495558.0
The Sisters Brothers,38000000.0,3143056.0,13143056.0,-24856944.0
Texas Rangers,38000000.0,623374.0,623374.0,-37376626.0
Virgin Territory,38000000.0,0.0,5473041.0,-32526959.0
The Upside,37500000.0,108235497.0,119024536.0,81524536.0
What to Expect When You're Expecting,37500000.0,41152203.0,88473016.0,50973016.0
The Master,37500000.0,16247159.0,50647416.0,13147416.0
The Express,37500000.0,9793406.0,9813309.0,-27686691.0
Twilight,37000000.0,192769854.0,402280159.0,365280159.0
We're the Millers,37000000.0,150394119.0,267816276.0,230816276.0
Creed,37000000.0,109767581.0,173567581.0,136567581.0
The Town,37000000.0,92186262.0,152566881.0,115566881.0
Dolphin Tale,37000000.0,72286779.0,96068724.0,59068724.0
Game Night,37000000.0,69179066.0,117378084.0,80378084.0
Burn After Reading,37000000.0,60355347.0,168167798.0,131167798.0
13 Going On 30,37000000.0,57139723.0,97658712.0,60658712.0
Nim's Island,37000000.0,48006762.0,101857425.0,64857425.0
How to be Single,37000000.0,46843513.0,100003780.0,63003780.0
Cop Out,37000000.0,44875481.0,55909910.0,18909910.0
The Rite,37000000.0,33047633.0,97143987.0,60143987.0
Space Chimps,37000000.0,30105968.0,67029956.0,30029956.0
Magnolia,37000000.0,22450975.0,48446802.0,11446802.0
Aloha,37000000.0,21052030.0,25387091.0,-11612909.0
Obitaemyy ostrov,36500000.0,0.0,15000000.0,-21500000.0
A Star is Born,36000000.0,215288866.0,433449571.0,397449571.0
Gnomeo and Juliet,36000000.0,99967670.0,193737977.0,157737977.0
John Q,36000000.0,71026631.0,102226631.0,66226631.0
Blue Streak,36000000.0,68208190.0,117448157.0,81448157.0
Never Say Never Again,36000000.0,55500000.0,160000000.0,124000000.0
Hot Tub Time Machine,36000000.0,50269859.0,65967750.0,29967750.0
Breakdown,36000000.0,50159144.0,50159144.0,14159144.0
Dolphin Tale 2,36000000.0,42024533.0,57824533.0,21824533.0
Collateral Beauty,36000000.0,31016021.0,85309093.0,49309093.0
A Man Apart,36000000.0,26500000.0,43797731.0,7797731.0
Reindeer Games,36000000.0,23360779.0,23360779.0,-12639221.0
Snow Falling on Cedars,36000000.0,14378353.0,14378353.0,-21621647.0
Ghosts of Mississippi,36000000.0,13052741.0,13052741.0,-22947259.0
Gattaca,36000000.0,12532777.0,12532777.0,-23467223.0
Isn't She Great,36000000.0,2954405.0,2954405.0,-33045595.0
Yip Man 3,36000000.0,2679437.0,157300954.0,121300954.0
There Be Dragons,36000000.0,1069334.0,4020990.0,-31979010.0
Queen of the Desert,36000000.0,0.0,1578543.0,-34421457.0
Head of State,35200000.0,37788228.0,38283765.0,3083765.0
It,35000000.0,327481748.0,697457969.0,662457969.0
The Hangover,35000000.0,277322503.0,465764086.0,430764086.0
The Blind Side,35000000.0,255959475.0,305705794.0,270705794.0
Batman,35000000.0,251188924.0,411348924.0,376348924.0
Austin Powers: The Spy Who Shagged Me,35000000.0,206040085.0,312383487.0,277383487.0
True Grit,35000000.0,171243005.0,252276928.0,217276928.0
Lethal Weapon 3,35000000.0,144731527.0,319700000.0,284700000.0
Rush Hour,35000000.0,141186864.0,245300000.0,210300000.0
Identity Thief,35000000.0,134506920.0,175361578.0,140361578.0
The Devil Wears Prada,35000000.0,124740460.0,326073155.0,291073155.0
Horrible Bosses,35000000.0,117538559.0,212417601.0,177417601.0
Spy Kids,35000000.0,112692062.0,197692062.0,162692062.0
Trainwreck,35000000.0,110212700.0,141123897.0,106123897.0
Saving Mr. Banks,35000000.0,83299761.0,114962525.0,79962525.0
Star Trek: The Motion Picture,35000000.0,82258456.0,139000000.0,104000000.0
21,35000000.0,81159365.0,159846429.0,124846429.0
What Happens in Vegas...,35000000.0,80277646.0,218535708.0,183535708.0
Cape Fear,35000000.0,79091969.0,182291969.0,147291969.0
The English Patient,35000000.0,78716374.0,231710008.0,196710008.0
Hotel for Dogs,35000000.0,73178547.0,122357172.0,87357172.0
Guess Who,35000000.0,68915888.0,102115888.0,67115888.0
This is 40,35000000.0,67544505.0,90221182.0,55221182.0
L.A. Confidential,35000000.0,64604977.0,126204977.0,91204977.0
Sky High,35000000.0,63939454.0,83109359.0,48109359.0
In & Out,35000000.0,63826569.0,83226569.0,48226569.0
A Nightmare on Elm Street,35000000.0,63075011.0,117729621.0,82729621.0
The Cell,35000000.0,61280963.0,85911226.0,50911226.0
Species,35000000.0,60054449.0,113354449.0,78354449.0
The Benchwarmers,35000000.0,59843754.0,65063726.0,30063726.0
Secretariat,35000000.0,59699513.0,60376247.0,25376247.0
The Man in the Iron Mask,35000000.0,56968169.0,56968169.0,21968169.0
Friends with Benefits,35000000.0,55802754.0,146595891.0,111595891.0
Neighbors 2: Sorority Rising,35000000.0,55340730.0,108757621.0,73757621.0
TMNT,35000000.0,54149098.0,96096018.0,61096018.0
Radio,35000000.0,52333738.0,53293628.0,18293628.0
Sicario: Day of the Soldado,35000000.0,50065850.0,75885196.0,40885196.0
Old Dogs,35000000.0,49492060.0,95104304.0,60104304.0
Malcolm X,35000000.0,48169910.0,48169910.0,13169910.0
Poltergeist,35000000.0,47425125.0,95713069.0,60713069.0
Goosebumps 2: Haunted Halloween,35000000.0,46697321.0,93291478.0,58291478.0
12 Strong,35000000.0,45819713.0,71118378.0,36118378.0
Underworld 3: Rise of the Lycans,35000000.0,45802315.0,89102315.0,54102315.0
Must Love Dogs,35000000.0,43894863.0,58405313.0,23405313.0
License to Wed,35000000.0,43799818.0,70187088.0,35187088.0
Donnie Brasco,35000000.0,41954997.0,65303052.0,30303052.0
Max Payne,35000000.0,40689393.0,87775050.0,52775050.0
Resident Evil,35000000.0,40119709.0,103787401.0,68787401.0
The Ladykillers,35000000.0,39692139.0,77392139.0,42392139.0
Something Borrowed,35000000.0,39046489.0,65084116.0,30084116.0
The Nativity Story,35000000.0,37629831.0,46309644.0,11309644.0
In Time,35000000.0,37553932.0,165103952.0,130103952.0
The Back-up Plan,35000000.0,37490007.0,75281179.0,40281179.0
J. Edgar,35000000.0,37306030.0,84606030.0,49606030.0
Bounce,35000000.0,36805288.0,53425292.0,18425292.0
Mile 22,35000000.0,36108758.0,66295121.0,31295121.0
Hot Pursuit,35000000.0,34580201.0,45671512.0,10671512.0
Concussion,35000000.0,34531832.0,50363790.0,15363790.0
The Foreigner,35000000.0,34393507.0,140783360.0,105783360.0
Closer,35000000.0,33987757.0,116177695.0,81177695.0
Street Fighter,35000000.0,33423000.0,99423000.0,64423000.0
Black Knight,35000000.0,33422806.0,33422806.0,-1577194.0
The Bad News Bears,35000000.0,32868349.0,33500620.0,-1499380.0
The Pianist,35000000.0,32519322.0,111854182.0,76854182.0
House of Wax,35000000.0,32064800.0,70064800.0,35064800.0
From Hell,35000000.0,31598308.0,68712365.0,33712365.0
Adrift,35000000.0,31445011.0,57897191.0,22897191.0
Mirrors,35000000.0,30691439.0,77220596.0,42220596.0
Underworld: Blood Wars,35000000.0,30353973.0,81209222.0,46209222.0
Queen of the Damned,35000000.0,30307804.0,30307804.0,-4692196.0
Nanny McPhee and the Big Bang,35000000.0,29197642.0,97799865.0,62799865.0
Untraceable,35000000.0,28687835.0,52649951.0,17649951.0
Predator 2,35000000.0,28317513.0,54768418.0,19768418.0
Abduction,35000000.0,28087155.0,86648359.0,51648359.0
Flash Gordon,35000000.0,27107960.0,27107960.0,-7892040.0
Superhero Movie,35000000.0,26638520.0,73026302.0,38026302.0
Blast from the Past,35000000.0,26613620.0,26613620.0,-8386380.0
Alex Cross,35000000.0,25888412.0,35426759.0,426759.0
Jersey Girl,35000000.0,25266129.0,37066129.0,2066129.0
Midnight in the Garden of Good and Evil,35000000.0,25078937.0,25078937.0,-9921063.0
Bridget Jonesâs Baby,35000000.0,24139805.0,205822688.0,170822688.0
Heist,35000000.0,23483357.0,28906817.0,-6093183.0
Hoffa,35000000.0,23365858.0,28391473.0,-6608527.0
Whiskey Tango Foxtrot,35000000.0,23083334.0,25350747.0,-9649253.0
Ella Enchanted,35000000.0,22913677.0,22913677.0,-12086323.0
Hitman: Agent 47,35000000.0,22467450.0,82182803.0,47182803.0
The X-Files: I Want to Believe,35000000.0,20982478.0,68170792.0,33170792.0
Premium Rush,35000000.0,20275446.0,31393201.0,-3606799.0
Broken City,35000000.0,19701164.0,34480045.0,-519955.0
Valiant,35000000.0,19478106.0,64188387.0,29188387.0
Wonder Boys,35000000.0,19389454.0,33422485.0,-1577515.0
Cursed,35000000.0,19294901.0,25114901.0,-9885099.0
Walk Hard: The Dewey Cox Story,35000000.0,18317151.0,20606053.0,-14393947.0
The Four Feathers,35000000.0,18306166.0,29882645.0,-5117355.0
Furry Vengeance,35000000.0,17630465.0,39340177.0,4340177.0
Parker,35000000.0,17616641.0,48543388.0,13543388.0
Wimbledon,35000000.0,16862585.0,41666476.0,6666476.0
Bait,35000000.0,15325127.0,15471969.0,-19528031.0
Dungeons and Dragons,35000000.0,15185241.0,33771965.0,-1228035.0
Lions for Lambs,35000000.0,14998070.0,63211088.0,28211088.0
Flight of the Intruder,35000000.0,14471440.0,14471440.0,-20528560.0
The Tree of Life,35000000.0,13305665.0,61721826.0,26721826.0
American Outlaws,35000000.0,13264986.0,13601109.0,-21398891.0
Zoom,35000000.0,11989328.0,12506188.0,-22493812.0
The Shipping News,35000000.0,11405825.0,24405825.0,-10594175.0
The Young Victoria,35000000.0,11001272.0,31878891.0,-3121109.0
